Geneid,HBR_1.bam,HBR_2.bam,HBR_3.bam,UHR_1.bam,UHR_2.bam,UHR_3.bam
LIF,2,3,3,154,97,106
RP1-102K2.8,0,0,0,3,1,0
OSM,0,0,1,0,0,2
RP1-102K2.9,2,3,0,0,1,1
GATSL3,5,6,3,2,0,1
RP1-130H16.18,0,0,0,0,0,0
TBC1D10A,13,15,14,39,30,39
SF3A1,184,232,179,388,259,285
CCDC157,3,15,9,9,8,7
RNF215,54,65,42,57,40,47
SEC14L2,53,81,68,42,33,34
RP4-539M6.19,0,0,0,0,0,0
AC004832.1,0,0,1,0,0,0
RP4-539M6.20,3,6,4,4,6,4
RNU6-564P,1,1,0,0,0,0
RP4-539M6.21,0,2,1,4,4,2
MTFP1,0,0,0,3,5,2
RP4-539M6.22,0,0,0,1,1,1
RP4-539M6.18,0,0,0,1,0,0
SEC14L3,1,0,0,0,2,0
RP4-539M6.14,0,0,0,0,0,0
SDC4P,0,0,0,0,0,0
SEC14L4,0,0,0,3,2,4
SEC14L6,4,12,3,3,7,5
SIRPAP1,0,0,0,0,0,0
GAL3ST1,19,18,21,4,6,4
PES1,65,80,70,271,202,255
RP1-56J10.8,0,0,0,0,1,0
TCN2,19,26,23,56,49,40
SLC35E4,18,32,26,21,12,13
DUSP18,8,13,9,12,10,9
CTA-963H5.5,1,2,0,3,0,1
OSBP2,119,137,98,113,57,84
AL022336.1,2,0,0,0,0,0
EIF4HP2,1,4,9,3,6,6
MORC2-AS1,1,2,3,5,2,3
MORC2,75,82,50,146,100,151
TUG1,188,227,207,545,349,397
TUG1_1,0,0,0,0,0,0
TUG1_2,0,0,0,0,0,0
TUG1_3,0,0,0,0,0,0
TUG1_4,0,0,0,0,0,0
RP3-430N8.11,0,0,0,0,0,0
RP3-430N8.10,0,0,0,0,0,0
RP3-412A9.17,0,0,0,2,5,2
RN7SL633P,0,0,0,0,0,0
SMTN,42,51,47,142,91,141
RP3-412A9.16,1,2,2,11,6,4
SELM,83,86,77,25,18,18
RP3-412A9.12,0,0,0,0,0,0
INPP5J,59,77,58,7,8,14
PLA2G3,1,5,2,13,12,8
RP3-412A9.15,0,0,0,0,0,0
MIR3928,0,0,0,0,0,0
RNF185,57,105,74,106,82,90
RNF185-AS1,0,0,0,0,0,0
LIMK2,96,119,103,113,70,95
RNU6-1128P,0,0,0,0,1,0
PIK3IP1,112,165,128,52,32,34
PIK3IP1-AS1,1,1,3,2,0,2
RNA5SP496,0,0,0,0,0,0
PATZ1,72,74,61,191,116,136
LINC01521,12,14,13,8,9,6
RNU6-338P,0,0,0,0,0,0
DRG1,83,105,96,191,143,151
EIF4ENIF1,95,107,96,94,77,78
RP11-247I13.11,0,0,2,1,1,0
RNU6-28P,1,0,0,0,1,1
SFI1,112,125,107,142,102,134
H2AFZP6,1,0,1,0,0,0
RP11-247I13.6,0,0,0,0,0,0
RP11-247I13.3,0,1,1,4,1,4
PISD,195,250,233,156,95,108
MIR7109,0,0,0,0,0,0
PRR14L,219,269,234,418,294,333
DEPDC5,51,79,76,77,50,65
RN7SL20P,0,0,0,1,2,1
CTA-440B3.1,0,0,1,1,2,0
RNU6-201P,0,0,0,0,0,0
RP1-180M12.1,0,1,2,0,0,0
C22orf24,0,6,6,4,2,3
YWHAH,1029,1363,1146,336,220,293
CTA-342B11.1,0,0,0,1,0,0
CTA-342B11.2,0,0,0,0,2,0
RN7SL305P,0,0,0,0,0,0
SC22CB-1E7.1,0,0,0,0,0,0
SLC5A1,0,0,0,0,6,0
AP1B1P1,0,0,0,0,1,0
RP1-127L4.10,0,0,0,0,0,0
AP1B1P2,0,0,0,0,0,0
RP1-127L4.7,0,0,0,1,0,0
C22orf42,0,2,0,0,1,1
RP1-90G24.8,0,0,0,0,0,0
RFPL3-AS1_1,0,0,0,0,0,0
RFPL2,5,3,10,1,1,0
AL008723.1,0,0,0,1,0,0
IGLCOR22-1,0,0,0,0,0,1
RP1-90G24.10,4,7,3,2,3,1
SLC5A4,7,12,5,13,9,4
CPSF1P1,41,43,42,6,12,10
RP1-90G24.6,1,1,3,0,0,0
RP1-90G24.11,0,3,0,1,0,0
RP1-149A16.12,0,1,1,1,0,0
RFPL3,0,0,0,0,0,0
IGLCOR22-2,0,0,0,0,0,0
RFPL3S,1,1,1,0,0,1
RFPL3-AS1_2,0,0,0,0,0,0
RP1-149A16.3,1,3,2,1,1,1
IGLVIVOR22-2,0,0,0,0,0,0
RP1-149A16.17,0,1,0,4,2,0
RP1-149A16.16,2,0,0,2,0,1
RTCB,109,150,124,339,182,249
BPIFC,0,0,0,0,2,0
FBXO7,163,181,194,426,375,371
SYN3,74,110,78,11,12,9
LL22NC03-104C7.1,1,4,5,1,1,1
RNA5SP497,0,0,0,0,0,0
LL22NC01-116C6.1,0,0,1,0,1,0
TIMP3,214,271,243,805,491,604
CTA-415G2.2,0,0,0,0,0,0
RP1-302D9.1,0,0,0,0,0,0
RP1-302D9.2,0,0,0,0,0,1
RP1-302D9.5,0,0,0,0,1,0
LARGE,173,213,199,83,58,84
RP1-302D9.3,0,0,0,0,0,0
SC22CB-1D7.1,1,1,2,3,1,0
MIR4764,1,0,0,0,0,0
SNORA76,0,0,0,0,0,0
SNORA50,0,0,0,0,0,0
LARGE-IT1,0,0,0,0,0,1
LARGE-AS1,7,6,5,5,7,5
LL22NC03-32F9.1,0,0,0,1,0,0
LL22NC03-86D4.1,0,0,0,0,1,0
LL22NC03-13G6.2,0,1,2,0,0,0
RP1-101G11.2,0,0,0,0,0,0
RP1-101G11.3,0,0,0,3,4,2
RP1-288L1.5,2,3,0,0,1,0
RP1-288L1.4,0,0,1,0,0,0
ISX-AS1,1,0,0,2,1,1
ISX,0,0,0,6,4,1
LINC01399,0,0,0,1,0,2
CTA-714B7.7,0,0,0,0,0,0
RP3-323A16.1,0,0,1,75,77,62
CTA-714B7.4,0,0,0,0,0,0
COX7BP1,0,0,0,0,0,0
RNU7-167P,0,0,0,0,0,0
HMGXB4,32,45,49,124,103,102
RP3-510H16.3,2,0,1,0,0,0
TOM1,99,119,103,84,56,68
MIR3909,1,0,0,1,1,0
MIR6069,0,0,0,0,0,0
CTA-286B10.7,0,0,0,1,0,0
CTA-286B10.8,0,0,0,0,0,0
HMOX1,13,19,13,83,51,81
MCM5,29,32,34,544,294,446
RP4-569D19.5,0,0,0,4,1,5
RP4-569D19.8,0,0,0,0,0,0
RASD2,55,81,60,15,15,17
MB,0,1,0,9,8,8
CITF22-62D4.1,0,0,0,0,1,0
APOL6,64,54,56,331,197,254
RP1-41P2.7,0,0,0,0,0,0
MRPS16P3,0,0,0,0,0,0
APOL5,0,0,1,0,0,0
RBFOX2,621,738,711,515,367,405
NDUFA9P1,3,3,2,4,4,3
RP1-78B3.1,10,8,4,21,23,18
CTA-212A2.4,0,0,0,0,0,0
CTA-212A2.3,0,0,0,0,9,0
CTA-212A2.2,0,0,0,0,0,0
CTA-212A2.1,1,0,1,0,1,0
APOL3,8,6,12,39,33,19
Z95114.4,0,0,0,0,1,0
Z95114.3,0,0,0,0,0,0
Z95114.5,0,0,0,0,1,0
Z95114.6,0,0,0,0,1,0
Z95114.7,0,0,0,0,0,0
MTND1P10,0,0,0,0,1,0
APOL4,10,6,8,9,5,4
APOL2,113,151,135,148,112,112
APOL1,4,9,6,87,65,76
MYH9,449,512,485,2685,1608,2111
MIR6819,0,0,0,1,1,0
RP4-633O19__A.1,1,2,1,2,0,0
RPS15AP38,0,0,0,0,1,0
BX470187.1,0,0,0,0,0,0
RP5-1119A7.14,0,1,3,0,0,0
TXN2,27,41,39,82,49,39
FOXRED2,74,108,107,218,104,122
EIF3D,103,119,131,745,494,640
RP5-1119A7.11,0,0,0,0,0,1
RP5-1119A7.10,0,0,0,0,0,0
RP5-1119A7.17,41,56,44,0,0,0
CACNG2,33,34,48,0,1,0
RP1-293L6.1,3,2,4,0,0,0
IFT27,53,58,56,77,57,60
PVALB,100,129,102,25,17,15
CITF22-24E5.1,2,0,0,0,0,0
CTA-833B7.2,0,0,1,1,4,1
NCF4,3,7,1,24,17,15
CSF2RB,2,4,4,50,42,40
CSF2RBP1,0,0,0,0,1,0
LL22NC01-81G9.3,0,0,0,0,1,0
TEX33,0,0,0,0,0,0
TST,18,21,18,88,61,51
MPST,34,29,33,131,76,112
KCTD17,47,74,73,32,21,14
RN7SKP214,0,0,0,1,0,0
TMPRSS6,1,3,0,5,5,3
RP5-1170K4.7,0,0,0,0,1,0
IL2RB,1,0,0,6,6,4
AL022314.1,0,0,0,0,1,0
RP1-151B14.6,0,0,0,1,0,0
C1QTNF6,11,8,10,85,65,67
SSTR3,30,36,48,14,12,12
RP1-151B14.9,0,0,0,0,0,0
RAC2,8,8,5,111,79,92
CYTH4,13,18,16,22,19,12
ELFN2,106,137,114,19,17,23
RP1-63G5.7,1,2,1,1,3,0
RP1-63G5.8,0,0,0,0,0,0
MFNG,4,5,6,75,30,49
CARD10,2,5,5,97,76,74
RP5-1177I5.3,1,1,0,0,0,0
CDC42EP1,68,100,65,144,81,126
LGALS2,0,0,0,7,5,3
GGA1,119,155,128,307,193,221
SH3BP1,20,13,16,55,34,41
Z83844.1,1,3,1,7,2,3
PDXP,5,6,5,2,1,1
RN7SL385P,0,1,0,0,0,0
LGALS1,75,93,78,729,447,618
NOL12,9,10,15,28,17,19
RP1-37E16.12,0,0,0,0,0,0
TRIOBP,36,28,25,164,103,142
H1F0,106,146,112,252,167,190
GCAT,34,27,33,76,56,52
GALR3,1,0,2,1,1,0
ANKRD54,33,48,55,91,50,73
MIR658,0,0,0,0,0,0
MIR659,0,0,0,1,0,0
EIF3L,191,222,206,704,454,597
RP5-1014D13.2,12,23,15,48,32,20
RNU6-900P,0,0,0,0,0,0
MICALL1,52,64,62,149,96,114
RP5-1039K5.12,1,8,1,4,2,1
C22orf23,2,1,5,9,6,5
AL031587.1,0,2,0,0,0,1
RP5-1039K5.19,167,192,150,105,83,72
RP5-1039K5.17,0,0,0,0,0,0
POLR2F,15,28,17,12,8,7
MIR6820,0,0,0,0,0,0
SOX10,0,0,0,0,0,0
MIR4534,0,0,0,0,0,0
RP5-1039K5.16,6,3,10,4,7,0
RP5-1039K5.18,0,0,1,0,1,0
PICK1,79,81,85,46,33,60
RP5-1039K5.13,0,0,0,0,0,0
SLC16A8,9,13,11,11,5,6
BAIAP2L2,5,17,8,18,8,9
CTA-228A9.3,10,3,3,4,2,3
PLA2G6,61,57,62,86,48,50
CTA-228A9.4,2,3,4,13,7,6
MAFF,31,27,20,97,63,68
TMEM184B,207,235,215,191,140,170
RP1-5O6.5,0,0,0,1,0,0
RN7SL704P,0,0,0,0,1,0
AL020993.1,0,0,0,0,0,0
CSNK1E,232,229,222,592,338,447
RP3-449O17.1,10,15,10,30,28,23
RP1-5O6.4,2,0,1,6,4,3
RP3-434P1.6,0,0,0,0,0,0
KCNJ4,49,70,50,2,1,3
KDELR3,6,7,7,106,92,91
DDX17,1532,1797,1637,2814,1818,2243
DMC1,2,4,0,15,11,8
RP1-199H16.6,1,0,0,0,0,0
FAM227A,16,12,17,40,48,22
CBY1,17,19,13,25,22,38
RP3-508I15.10,3,1,0,0,4,2
RP3-508I15.9,12,7,15,7,9,8
TOMM22,52,67,51,178,112,156
JOSD1,149,161,133,261,204,210
GTPBP1,146,187,152,335,182,247
PRDX3P1,3,5,2,11,3,10
RP3-508I15.18,0,0,0,0,2,0
SUN2,289,369,314,266,151,233
RP3-508I15.19,0,2,0,4,1,2
RP3-508I15.20,1,1,1,2,3,3
RP3-508I15.14,1,0,2,3,0,1
RP3-508I15.21,1,5,2,4,9,6
RP3-508I15.22,0,1,1,4,0,2
DNAL4,19,42,34,46,18,27
NPTXR,390,446,394,69,59,50
CBX6,738,873,830,362,240,300
CTA-150C2.13,0,0,0,0,0,0
APOBEC3A,0,0,0,0,1,0
APOBEC3B,1,0,0,19,22,15
APOBEC3B-AS1,0,0,0,0,0,0
APOBEC3C,4,3,3,80,48,59
APOBEC3D,1,1,2,16,8,9
APOBEC3F,1,1,0,11,6,7
APOBEC3G,4,9,3,41,25,22
CTA-150C2.20,0,0,0,0,0,0
RP4-742C19.12,0,2,1,0,0,0
APOBEC3H,4,3,0,0,0,0
CBX7,185,257,208,25,21,24
COX5BP7,0,0,0,0,0,0
RP4-742C19.13,6,19,10,8,6,6
FUNDC2P4,0,0,0,0,0,0
PDGFB,34,45,32,40,28,43
RP3-333H23.8,0,0,0,0,0,1
RPL3,659,761,721,4027,2406,3047
SNORD83B,0,0,0,0,0,0
SNORD83A,2,0,0,7,5,2
AL022326.1,0,0,0,1,1,3
SNORD43,0,0,0,0,0,0
SYNGR1,763,997,870,54,51,42
RP3-333H23.9,1,2,2,0,0,0
TAB1,99,91,70,82,75,86
MGAT3,257,328,274,35,15,24
MGAT3-AS1,5,9,8,1,2,1
MIEF1,95,122,114,312,164,204
ATF4,291,358,307,1354,819,1065
RPS19BP1,72,88,72,129,95,95
CACNA1I,106,139,136,2,7,0
ENTHD1,0,0,0,2,3,3
RP1-172B20.6,0,0,0,0,1,0
RN7SKP210,0,0,0,0,0,0
UQCRFS1P1,1,5,6,4,8,4
GRAP2,1,0,1,64,45,44
RP3-370M22.8,0,0,0,8,1,7
FAM83F,0,1,6,28,20,14
RP3-496C20.1,0,2,0,1,0,2
TNRC6B,582,686,592,528,327,405
RPL7P52,2,4,2,3,2,2
ADSL,40,41,48,302,176,212
RP5-1042K10.14,0,0,1,1,0,0
SGSM3,109,136,114,147,104,131
RP5-1042K10.10,1,2,1,4,4,5
MKL1,139,132,104,137,81,93
RP5-1042K10.13,0,0,1,1,1,3
RP5-1042K10.12,2,0,2,0,4,0
RP4-591N18.2,4,10,8,11,7,9
AL031594.1,1,1,1,2,2,0
COX6B1P3,1,0,0,1,0,0
RPL4P6,1,2,1,8,5,11
GAPDHP37,0,1,0,0,1,0
MCHR1,12,21,17,2,3,2
SLC25A17,39,39,40,119,96,116
RP3-408N23.4,1,1,3,5,1,1
JTBP1,1,1,0,6,1,4
MIR4766,0,0,0,2,0,1
ST13,389,470,463,880,640,760
XPNPEP3,31,43,39,149,105,122
DNAJB7,2,2,0,2,1,0
RNU6-379P,0,0,0,0,0,1
RBX1,50,68,60,122,77,91
AL080243.1,0,0,0,0,0,0
RP11-12M9.3,0,0,0,0,0,0
RP11-12M9.4,0,0,0,0,0,0
EP300,302,403,405,569,328,404
MIR1281,0,0,0,0,0,0
RNU6-375P,0,0,0,0,1,0
RP1-85F18.6,0,3,0,3,3,1
EP300-AS1,1,2,0,1,1,2
LRRC37A14P,0,1,0,0,0,1
L3MBTL2,91,96,83,108,82,88
RP4-756G23.5,6,8,9,2,5,6
CHADL,32,40,39,2,3,1
RANGAP1,256,316,267,464,296,392
MIR6889,0,0,0,0,0,0
ZC3H7B,417,531,475,453,288,372
TEF,335,384,341,43,34,28
RNU6-495P,0,2,0,0,0,0
CTA-223H9.9,0,0,2,4,1,0
TOB2,203,279,197,173,116,145
PHF5A,34,36,17,134,79,89
ACO2,301,366,347,254,168,199
POLR3H,106,93,91,131,77,96
CSDC2,72,94,65,6,5,1
PMM1,34,40,55,51,31,25
DESI1,129,188,159,190,134,135
XRCC6,365,415,378,1431,973,1121
NHP2L1,168,201,178,366,219,291
RNU6-476P,0,1,0,3,1,0
C22orf46,34,36,32,56,46,49
MEI1,1,5,1,8,6,2
HMGN2P10,0,1,0,0,0,0
RNU6ATAC22P,0,0,0,0,0,0
CCDC134,9,24,19,39,24,30
RP5-821D11.7,12,14,13,34,18,23
SREBF2,497,669,575,627,384,539
MIR33A,0,1,2,0,0,0
SHISA8,33,31,18,0,0,4
TNFRSF13C,4,2,2,11,9,12
MIR378I,0,0,0,0,0,0
CENPM,0,3,1,65,35,52
LINC00634,28,16,21,0,1,1
SEPT3,721,907,863,54,38,55
CTA-250D10.19,4,3,4,0,1,0
WBP2NL,14,11,8,5,9,2
SLC25A5P1,0,0,1,0,1,0
NAGA,30,43,53,144,107,132
FAM109B,9,3,4,6,5,6
SNORD13P1,0,0,0,0,1,0
SMDT1,25,42,34,28,15,25
NDUFA6,67,101,81,167,109,126
RP1-257I20.14,2,1,2,8,4,2
NDUFA6-AS1,10,18,21,15,6,11
OLA1P1,1,0,3,3,0,0
CYP2D6,15,23,16,17,9,4
RP4-669P10.19,2,1,0,4,1,5
RP4-669P10.16,1,3,0,2,0,0
RP4-669P10.20,4,6,5,2,2,1
CYP2D7,6,9,8,2,3,10
CYP2D8P,2,3,4,6,7,7
TCF20,205,259,209,455,281,355
OGFRP1,0,3,1,13,6,7
Z83851.4,1,2,1,8,5,5
CTA-989H11.1,1,3,1,8,1,4
LINC01315,1,3,5,2,4,1
NFAM1,5,5,11,8,9,9
CTA-126B4.7,0,0,0,1,1,2
SERHL,4,3,5,2,2,0
RRP7A,59,89,80,157,86,117
Z93241.1,0,0,0,0,0,0
SERHL2,6,11,7,18,14,19
RRP7BP,20,30,18,52,42,45
RN7SKP80,284,319,228,250,413,377
RNU6-513P,0,0,0,0,0,0
POLDIP3,139,155,150,263,169,210
RNU12,6,10,7,17,4,11
CYB5R3,126,169,136,372,250,309
ATP5L2,0,3,1,2,0,0
A4GALT,8,5,2,36,23,25
RPL5P34,0,0,0,0,0,1
GOLGA2P4,0,1,0,0,1,0
RP1-47A17.1,0,0,1,1,2,1
ARFGAP3,53,65,44,187,145,130
PACSIN2,114,127,111,261,174,221
AL049758.2,0,1,0,1,0,0
AL022476.2,5,3,1,0,4,0
TTLL1,16,29,26,10,12,19
AL022237.3,0,1,0,0,0,0
BIK,1,3,6,4,5,6
MCAT,19,27,25,43,27,35
TSPO,12,10,13,136,88,110
TTLL12,57,94,59,278,212,234
SCUBE1,1,5,3,11,15,7
Z82214.3,0,0,0,0,0,0
Z82214.2,0,0,0,0,0,0
Z99756.1,0,0,0,1,0,0
RP4-754E20__A.5,1,0,0,1,3,0
MPPED1,122,154,138,1,3,3
EFCAB6-AS1,2,3,0,0,2,0
EFCAB6,36,43,35,6,4,3
RP3-388M5.8,1,0,1,0,0,1
HMGN2P9,0,0,0,0,0,0
RP3-388M5.9,3,3,6,2,4,5
SULT4A1,290,334,288,5,7,3
PNPLA5,3,2,2,0,3,0
Z97055.1,0,0,0,0,0,0
PNPLA3,6,5,5,45,37,38
SAMM50,45,46,50,132,118,100
RP4-796I17.5,0,1,0,0,0,2
PARVB,69,89,68,162,134,145
CTA-414D7.1,3,6,4,10,10,10
RP4-671O14.6,3,7,5,18,15,8
PARVG,7,10,8,18,19,9
RP4-671O14.5,0,0,1,3,1,0
RP4-671O14.7,0,3,0,3,7,3
KIAA1644,149,205,176,162,111,134
RP1-32I10.10,0,0,0,0,0,0
RP1-32I10.11,0,0,0,0,0,0
CTA-397C4.2,0,0,0,0,0,0
MRPS18CP6,0,0,0,0,0,0
RP5-1033E15.3,0,0,0,0,0,0
LDOC1L,174,261,176,237,149,180
KRT18P23,0,0,0,0,2,0
LINC00207,0,0,0,0,4,0
LINC00229,0,0,0,0,0,0
ANP32BP2,0,0,0,0,0,0
PRR5,10,5,6,26,23,15
PRR5-ARHGAP8,0,1,0,1,1,0
ARHGAP8,2,1,2,6,6,3
PHF21B,15,14,9,16,16,12
RP1-127B20.4,1,1,0,1,1,0
RP4-753M9.1,1,5,0,5,4,2
NUP50-AS1,27,24,31,32,29,28
CTA-217C2.2,1,3,0,6,2,4
NUP50,131,172,154,413,289,319
CTA-268H5.12,0,0,0,0,1,0
KIAA0930,312,364,315,260,166,191
MIR1249,1,2,4,0,1,1
CTA-268H5.14,1,3,1,0,0,0
CTA-268H5.9,0,0,0,0,0,0
UPK3A,0,0,0,2,1,1
FAM118A,53,50,50,113,66,97
SMC1B,3,0,4,6,11,9
RIBC2,0,4,1,12,11,4
RP1-102D24.5,0,0,0,0,1,0
FBLN1,43,47,33,122,96,116
LINC01589,0,0,0,3,1,0
RNU6-1161P,0,0,0,1,0,0
CTA-941F9.10,16,22,15,31,17,29
ATXN10,193,253,246,199,154,170
MIR4762,1,0,0,0,1,1
RP1-37M3.8,0,3,2,5,1,0
WI2-85898F10.2,0,4,3,0,1,0
WI2-85898F10.1,1,0,0,0,0,0
WNT7B,7,11,6,9,9,17
CR536603.1,0,0,0,0,0,0
CITF22-92A6.2,3,2,2,4,5,3
CITF22-92A6.1,0,0,1,1,6,4
LINC00899,7,14,9,7,5,8
PRR34,7,12,15,7,2,3
RP6-109B7.5,4,8,3,0,0,0
PRR34-AS1,6,13,5,15,5,10
MIRLET7BHG,82,137,87,61,56,52
RP6-109B7.2,10,14,11,2,1,6
RP6-109B7.4,17,15,12,6,6,8
MIR3619,2,2,1,5,1,2
MIRLET7A3,0,0,0,0,0,0
MIR4763,0,0,0,0,0,0
MIRLET7B,0,0,0,0,0,0
PPARA,72,101,84,193,147,138
RP4-695O20.1,0,1,1,3,5,4
CDPF1,15,13,11,28,11,19
PKDREJ,6,6,7,8,12,8
TTC38,29,28,20,90,71,85
GTSE1-AS1,2,2,3,2,2,3
GTSE1,2,2,1,145,111,118
TRMU,64,78,75,191,111,140
CELSR1,0,6,4,250,136,195
RP5-996D20.3,0,0,0,0,0,0
RP3-439F8.1,0,0,0,0,9,1
GRAMD4,97,106,75,156,96,135
CERK,209,249,268,298,188,243
CTA-29F11.1,2,6,12,14,13,15
TBC1D22A,39,52,47,78,50,74
U51561.1,1,1,2,1,4,2
FP325331.1,2,4,3,2,1,3
RP1-111J24.1,1,1,0,1,3,0
CITF22-49D8.1,0,1,0,0,2,0
LL22NC03-75H12.2,0,0,0,0,1,0
LINC00898,7,6,1,5,3,1
RP11-191L9.4,8,8,8,32,28,21
RP11-191L9.5,1,0,2,0,2,1
RP13-455A7.1,1,0,0,2,3,0
CTA-280A3.2,4,3,3,7,12,14
CTA-280A3__B.2,0,0,0,0,0,0
LL22NC03-27C5.1,0,0,0,0,2,0
LL22NC03-121E8.4,0,0,0,0,1,0
LL22NC03-121E8.3,0,0,0,0,0,0
MIR3201,0,0,0,0,0,0
RP11-536P6.3,0,0,0,0,0,0
FAM19A5,140,163,151,18,16,14
CTA-299D3.8,17,16,18,0,1,1
MIR4535,0,0,0,0,1,0
AL954742.1,0,0,0,0,0,1
LINC01310,8,7,6,0,9,1
RPL35P8,0,0,0,0,1,0
RP1-34P24.3,0,0,0,0,3,0
C22orf34,2,4,2,36,25,23
CTA-722E9.1,0,0,0,0,3,3
RP4-566L20.1,0,0,0,0,1,5
MIR3667,0,0,0,0,0,0
RP1-29C18.10,0,0,1,13,19,18
RP1-29C18.9,0,0,0,7,1,6
RP1-29C18.8,1,0,1,17,14,8
RP5-983L19.2,0,0,0,0,4,0
RN7SKP252,0,0,0,0,0,0
RPL5P35,0,0,0,0,1,0
BRD1,92,116,103,186,121,160
RP3-522J7.7,3,2,8,5,8,3
RP3-522J7.5,2,3,2,3,3,3
RP3-522J7.6,1,2,1,1,2,0
RP11-494O16.3,0,1,0,0,0,1
RP11-494O16.4,0,0,0,2,0,0
ZBED4,51,68,77,196,153,157
ALG12,21,30,40,53,27,30
CITF22-1A6.3,0,0,0,1,0,1
CRELD2,30,40,43,74,64,57
CITF22-49E9.3,0,0,0,1,4,2
PIM3,47,59,55,159,103,118
MIR6821,0,0,0,0,0,0
IL17REL,0,1,2,0,5,2
TTLL8,0,0,0,0,0,1
MLC1,297,324,307,13,12,12
MOV10L1,10,8,8,0,7,1
RP5-898I4.1,1,0,0,0,1,0
PANX2,59,71,74,9,7,7
TRABD,33,40,37,103,79,87
RP3-402G11.25,2,7,3,4,5,5
RP3-402G11.26,9,17,7,2,0,2
SELO,52,72,33,77,37,65
RP3-402G11.27,7,2,0,5,1,2
RP3-402G11.28,2,2,3,4,2,3
TUBGCP6,248,289,237,279,174,206
HDAC10,4,9,12,9,9,7
MAPK12,60,57,56,116,73,114
MAPK11,64,98,82,25,23,29
PLXNB2,241,301,248,475,285,370
DENND6B,61,101,67,36,20,20
XX-C283C717.1,0,1,0,0,0,0
XX-C00717C00720L.1,0,0,0,0,0,0
PPP6R2,170,249,259,227,150,185
RN7SL500P,0,0,1,0,0,1
SBF1,682,840,696,530,339,422
ADM2,0,2,1,27,21,31
MIOX,0,0,0,1,1,1
LMF2,57,73,69,174,113,164
NCAPH2,86,93,78,219,131,176
SCO2,4,24,10,19,14,22
CTA-384D8.36,8,12,8,7,1,9
TYMP,23,24,30,58,22,33
ODF3B,9,11,9,11,12,11
CTA-384D8.35,0,1,0,0,1,0
CTA-384D8.34,0,0,0,0,0,0
CTA-384D8.31,0,0,0,6,2,0
KLHDC7B,0,0,1,3,8,1
SYCE3,0,0,1,0,0,0
CPT1B,5,3,5,9,8,7
CHKB-CPT1B,2,4,2,6,5,5
CHKB,6,8,4,11,8,4
CHKB-AS1,5,1,3,1,2,1
CTA-384D8.33,0,2,4,1,2,1
MAPK8IP2,410,545,482,13,17,9
ARSA,53,55,65,63,47,53
SHANK3,363,456,375,43,25,35
RNU6-409P,0,0,0,0,0,0
AC000036.4,0,2,1,0,1,0
ACR,0,0,0,0,2,0
AC002056.5,0,0,0,0,0,0
AC002056.3,0,0,0,0,0,0
RPL23AP82,41,59,54,32,23,34
RABL2B,74,62,54,68,50,47
